id,name,body_part,page,image_url
03831101,"Mosca inversa con mancuernas","Shoulders",18,"https://lyfta.app/images/exercises/03831101.png"
03871101,"ElevaciÃ³n frontal alternativa sentado con mancuernas","Shoulders",82,"https://lyfta.app/images/exercises/03871101.png"
03921101,"ElevaciÃ³n frontal sentado con mancuernas","Shoulders",66,"https://lyfta.app/images/exercises/03921101.png"
03931101,"Curl de bÃ­ceps interno sentado con mancuernas","Biceps Upper Arms",60,"https://lyfta.app/images/exercises/03931101.png"
03951101,"ElevaciÃ³n lateral sentado con mancuernas","Shoulders",39,"https://lyfta.app/images/exercises/03951101.png"
03971101,"Curl de muÃ±eca neutro sentado con mancuernas","Forearms",77,"https://lyfta.app/images/exercises/03971101.png"
03991101,"RotaciÃ³n de un brazo sentado con mancuernas","Forearms",65,"https://lyfta.app/images/exercises/03991101.png"
04011101,"Curl de muÃ±eca sentado con mancuernas con las palmas hacia arriba","Forearms",90,"https://lyfta.app/images/exercises/04011101.png"
04051101,"Press de hombros sentado con mancuernas","Shoulders",6,"https://lyfta.app/images/exercises/04051101.png"
04091101,"ElevaciÃ³n de pantorrilla con una sola pierna con mancuernas","Calves",18,"https://lyfta.app/images/exercises/04091101.png"
04111101,"Sentadilla con una sola pierna con mancuernas","Hips",141,"https://lyfta.app/images/exercises/04111101.png"
04141101,"Press superior alternativo de pie con mancuernas","Shoulders",59,"https://lyfta.app/images/exercises/04141101.png"
04151101,"ElevaciÃ³n alternativa de pie con mancuernas","Shoulders",77,"https://lyfta.app/images/exercises/04151101.png"
04171101,"ElevaciÃ³n de pantorrilla de pie con mancuernas","Calves",20,"https://lyfta.app/images/exercises/04171101.png"
04181101,"Curl de concentraciÃ³n de pie con mancuernas","Biceps Upper Arms",90,"https://lyfta.app/images/exercises/04181101.png"
04191101,"ElevaciÃ³n frontal de pie con mancuernas por encima de la cabeza","Shoulders",125,"https://lyfta.app/images/exercises/04191101.png"
04211101,"Curl de concentraciÃ³n con un brazo de pie con mancuernas","Biceps Upper Arms",125,"https://lyfta.app/images/exercises/04211101.png"
04331101,"Jersey de brazo recto con mancuernas","Chest",55,"https://lyfta.app/images/exercises/04331101.png"
04351101,"Sentadilla sumo con mancuernas","Quadriceps Thighs",74,"https://lyfta.app/images/exercises/04351101.png"
04361101,"Press Tate con mancuernas","Triceps Upper Arms",75,"https://lyfta.app/images/exercises/04361101.png"
04371101,"Remo vertical con mancuernas","Shoulders",38,"https://lyfta.app/images/exercises/04371101.png"
04391101,"Curl Zottman","Biceps Upper Arms",6,"https://lyfta.app/images/exercises/04391101.png"
04451101,"Prensa antigravedad con barra EZ","Shoulders",103,"https://lyfta.app/images/exercises/04451101.png"
04491101,"ExtensiÃ³n de trÃ­ceps inclinada con barra EZ","Triceps Upper Arms",82,"https://lyfta.app/images/exercises/04491101.png"
04511101,"Curl con agarre inverso","Forearms",35,"https://lyfta.app/images/exercises/04511101.png"
04521101,"Curl predicador con agarre inverso","Forearms",102,"https://lyfta.app/images/exercises/04521101.png"
04531101,"ExtensiÃ³n de trÃ­ceps sentado","Triceps Upper Arms",28,"https://lyfta.app/images/exercises/04531101.png"
04651101,"TablÃ³n frontal","Waist",2,"https://lyfta.app/images/exercises/04651101.png"
04671101,"Barbilla de gorila","Waist",103,"https://lyfta.app/images/exercises/04671101.png"
04691101,"Crujido de ingle","Waist",44,"https://lyfta.app/images/exercises/04691101.png"
04701101,"Crunch con la mano opuesta a la rodilla","Waist",57,"https://lyfta.app/images/exercises/04701101.png"
04711101,"Flexiones de manos","Shoulders",44,"https://lyfta.app/images/exercises/04711101.png"
04721101,"ElevaciÃ³n de piernas colgantes","Hips",18,"https://lyfta.app/images/exercises/04721101.png"
04731101,"Lucio colgante","Waist",112,"https://lyfta.app/images/exercises/04731101.png"
04851101,"Puente de elevaciÃ³n de cadera","Waist",75,"https://lyfta.app/images/exercises/04851101.png"
04871101,"Crujido de elevaciÃ³n de cadera","Hips",152,"https://lyfta.app/images/exercises/04871101.png"
04891101,"HiperextensiÃ³n","Waist",5,"https://lyfta.app/images/exercises/04891101.png"
04901101,"Flexiones inclinadas con agarre cerrado","Shoulders",97,"https://lyfta.app/images/exercises/04901101.png"
04911101,"Inclinar pierna y levantar cadera","Waist",52,"https://lyfta.app/images/exercises/04911101.png"
04931101,"Flexiones inclinadas","Chest",12,"https://lyfta.app/images/exercises/04931101.png"
04941101,"Flexiones con agarre inverso inclinado","Chest",59,"https://lyfta.app/images/exercises/04941101.png"
04951101,"Abdominales con torsiÃ³n inclinada","Waist",35,"https://lyfta.app/images/exercises/04951101.png"
04971101,"Fila invertida","Back",199,"https://lyfta.app/images/exercises/04971101.png"
04991101,"Fila invertida","Back",87,"https://lyfta.app/images/exercises/04991101.png"
05001101,"Limpiaparabrisas isomÃ©tricos","Chest",60,"https://lyfta.app/images/exercises/05001101.png"
05031101,"Cuchillo Jack en bola","Waist",142,"https://lyfta.app/images/exercises/05031101.png"
05081101,"Abdominales Janda","Waist",80,"https://lyfta.app/images/exercises/05081101.png"
05141101,"Sentadilla con salto","Quadriceps Thighs",142,"https://lyfta.app/images/exercises/05141101.png"
05151101,"Saltar paso a paso","Cardio",74,"https://lyfta.app/images/exercises/05151101.png"
05161101,"saltando jack","Cardio",16,"https://lyfta.app/images/exercises/05161101.png"
05191101,"Press alternativo con pesas rusas en el suelo","Chest",65,"https://lyfta.app/images/exercises/05191101.png"
05201101,"Press alternativo con pesas rusas","Shoulders",142,"https://lyfta.app/images/exercises/05201101.png"
05321101,"Pesa rusa Figura 8","Waist",164,"https://lyfta.app/images/exercises/05321101.png"
05341101,"Sentadilla en copa con pesa rusa","Quadriceps Thighs",18,"https://lyfta.app/images/exercises/05341101.png"
05361101,"Paso de estocada con pesa rusa","Quadriceps Thighs",63,"https://lyfta.app/images/exercises/05361101.png"
05381101,"TirÃ³n con un brazo con pesa rusa","Shoulders",153,"https://lyfta.app/images/exercises/05381101.png"
05441101,"Sentadilla con pistola y pesa rusa","Quadriceps Thighs",72,"https://lyfta.app/images/exercises/05441101.png"
05461101,"Press sentado con pesas rusas","Shoulders",179,"https://lyfta.app/images/exercises/05461101.png"
05481101,"Kettlebell Sumo Tiro alto","Back",62,"https://lyfta.app/images/exercises/05481101.png"
05511101,"Levantamiento turco con pesa rusa","Thighs",125,"https://lyfta.app/images/exercises/05511101.png"
05521101,"Limpieza de dos brazos con pesa rusa","Shoulders",133,"https://lyfta.app/images/exercises/05521101.png"
05541101,"Molino de viento con pesas rusas","Waist",142,"https://lyfta.app/images/exercises/05541101.png"
05581101,"Levantando mÃºsculos","Back",165,"https://lyfta.app/images/exercises/05581101.png"
05601101,"Flexor de cadera de rodillas","Quadriceps Thighs",55,"https://lyfta.app/images/exercises/05601101.png"
05641101,"Salto de caja lateral","Plyometrics",63,"https://lyfta.app/images/exercises/05641101.png"
05661101,"Paso lateral","Hips",103,"https://lyfta.app/images/exercises/05661101.png"
05681101,"Puente lateral del banco de piernas","Waist",142,"https://lyfta.app/images/exercises/05681101.png"
05721101,"Dominadas asistidas por palanca","Back",23,"https://lyfta.app/images/exercises/05721101.png"
05731101,"ExtensiÃ³n trasera de palanca","Waist",11,"https://lyfta.app/images/exercises/05731101.png"
05771101,"Press de pecho con palanca","Chest",68,"https://lyfta.app/images/exercises/05771101.png"
05841101,"Levantamiento lateral de palanca","Shoulders",82,"https://lyfta.app/images/exercises/05841101.png"
05861101,"Curl de piernas acostado con palanca","Hamstrings Thighs",2,"https://lyfta.app/images/exercises/05861101.png"
05871101,"Press militar de palanca","Shoulders",84,"https://lyfta.app/images/exercises/05871101.png"
05881101,"Remo sentado con palanca y agarre estrecho","Back",5,"https://lyfta.app/images/exercises/05881101.png"
05911101,"InmersiÃ³n de trÃ­ceps por encima de la palanca","Triceps Upper Arms",15,"https://lyfta.app/images/exercises/05911101.png"
05921101,"Curl predicador de palanca","Biceps Upper Arms",5,"https://lyfta.app/images/exercises/05921101.png"
05941101,"ElevaciÃ³n de pantorrilla sentado con palanca","Calves",47,"https://lyfta.app/images/exercises/05941101.png"
05981101,"AducciÃ³n de cadera sentado con palanca","Thighs",73,"https://lyfta.app/images/exercises/05981101.png"
06001101,"Crunch con elevaciÃ³n de piernas sentado con palanca","Waist",20,"https://lyfta.app/images/exercises/06001101.png"
06071101,"ExtensiÃ³n de trÃ­ceps con palanca","Triceps Upper Arms",97,"https://lyfta.app/images/exercises/06071101.png"
06081101,"Giro de palanca","Waist",97,"https://lyfta.app/images/exercises/06081101.png"
06101101,"Gatos bajos","Cardio",142,"https://lyfta.app/images/exercises/06101101.png"
06151101,"Estiramiento cruzado acostado","Hips",142,"https://lyfta.app/images/exercises/06151101.png"
06161101,"Estiramiento del flexor de la cadera acostado","Hips",93,"https://lyfta.app/images/exercises/06161101.png"
06171101,"Levantamiento de piernas con cadera acostada","Hips",142,"https://lyfta.app/images/exercises/06171101.png"
06191101,"Levantamiento de pierna recta con cadera acostada","Hips",153,"https://lyfta.app/images/exercises/06191101.png"
06201101,"Banco plano con elevaciÃ³n de piernas acostado","Waist",40,"https://lyfta.app/images/exercises/06201101.png"
06211101,"Crujido de tijera acostado","Waist",35,"https://lyfta.app/images/exercises/06211101.png"
06221101,"Patada de tijera acostada","Hips",25,"https://lyfta.app/images/exercises/06221101.png"
06231101,"Levantamiento de piernas alterno simultÃ¡neo acostado","Hips",153,"https://lyfta.app/images/exercises/06231101.png"
06271101,"Dominadas con agarre mixto","Back",142,"https://lyfta.app/images/exercises/06271101.png"
06311101,"Sacar mÃºsculos","Back",133,"https://lyfta.app/images/exercises/06311101.png"
06351101,"Abdominales oblicuos en suelo","Waist",22,"https://lyfta.app/images/exercises/06351101.png"
06371101,"ExtensiÃ³n de trÃ­ceps con barra olÃ­mpica","Triceps Upper Arms",119,"https://lyfta.app/images/exercises/06371101.png"
06381101,"Dominadas con un brazo","Back",200,"https://lyfta.app/images/exercises/06381101.png"
06391101,"InmersiÃ³n con un brazo","Triceps Upper Arms",125,"https://lyfta.app/images/exercises/06391101.png"
06401101,"Golpe con un brazo","Waist",165,"https://lyfta.app/images/exercises/06401101.png"
06411101,"Otis arriba","Waist",33,"https://lyfta.app/images/exercises/06411101.png"
06441101,"Colocar Jog","Cardio",73,"https://lyfta.app/images/exercises/06441101.png"
06471101,"Sentadilla Plyo","Quadriceps Thighs",103,"https://lyfta.app/images/exercises/06471101.png"
06491101,"Estiramiento de pretzel","Waist",74,"https://lyfta.app/images/exercises/06491101.png"
06501101,"Pull-in","Waist",200,"https://lyfta.app/images/exercises/06501101.png"
06511101,"Levantar","Back",82,"https://lyfta.app/images/exercises/06511101.png"
06521101,"Levantar","Back",66,"https://lyfta.app/images/exercises/06521101.png"
06531101,"Hacer subir","Chest",165,"https://lyfta.app/images/exercises/06531101.png"
06551101,"Hacer subir","Chest",200,"https://lyfta.app/images/exercises/06551101.png"
06561101,"Hacer subir","Chest",165,"https://lyfta.app/images/exercises/06561101.png"
06571101,"Hacer subir","Chest",200,"https://lyfta.app/images/exercises/06571101.png"
06631101,"BalÃ³n medicinal para flexiones","Chest",57,"https://lyfta.app/images/exercises/06631101.png"
06651101,"Hacer subir","Chest",75,"https://lyfta.app/images/exercises/06651101.png"
06691101,"Estiramiento del deltoides posterior","Shoulders",81,"https://lyfta.app/images/exercises/06691101.png"
06701101,"Dominada trasera","Back",64,"https://lyfta.app/images/exercises/06701101.png"
06731101,"JalÃ³n lateral con mÃ¡quina de agarre inverso","Back",93,"https://lyfta.app/images/exercises/06731101.png"
06751101,"HiperextensiÃ³n inversa","Thighs",179,"https://lyfta.app/images/exercises/06751101.png"
06791101,"Puente rodante","Waist",85,"https://lyfta.app/images/exercises/06791101.png"
06801101,"Subida de cuerda","Back",113,"https://lyfta.app/images/exercises/06801101.png"
06821101,"Girar flexiones","Waist",165,"https://lyfta.app/images/exercises/06821101.png"
06841101,"Correr","Cardio",29,"https://lyfta.app/images/exercises/06841101.png"
06851101,"Correr","Cardio",34,"https://lyfta.app/images/exercises/06851101.png"
06871101,"Ruleta rusa","Waist",4,"https://lyfta.app/images/exercises/06871101.png"
06891101,"ElevaciÃ³n de piernas sentado","Waist",20,"https://lyfta.app/images/exercises/06891101.png"
06911101,"Crunch lateral sentado","Waist",33,"https://lyfta.app/images/exercises/06911101.png"
06921101,"Estiramiento de isquiotibiales sentado con una sola pierna","Hamstrings Thighs",40,"https://lyfta.app/images/exercises/06921101.png"
06931101,"Estiramiento de pantorrilla con pierna recta sentado","Calves",85,"https://lyfta.app/images/exercises/06931101.png"
06971101,"Curl de piernas inverso autoasistido","Hamstrings Thighs",125,"https://lyfta.app/images/exercises/06971101.png"
06981101,"Presa de hombro","Shoulders",73,"https://lyfta.app/images/exercises/06981101.png"
07011101,"Puente lateral","Quadriceps Thighs",133,"https://lyfta.app/images/exercises/07011101.png"
07051101,"Puente lateral","Waist",165,"https://lyfta.app/images/exercises/07051101.png"
07091101,"Cadera lateral","Waist",74,"https://lyfta.app/images/exercises/07091101.png"
07121101,"ElevaciÃ³n de pies acostados de lado","Thighs",165,"https://lyfta.app/images/exercises/07121101.png"
07171101,"Flexiones laterales","Triceps Upper Arms",61,"https://lyfta.app/images/exercises/07171101.png"
07181101,"abdominales laterales","Waist",113,"https://lyfta.app/images/exercises/07181101.png"
07201101,"MentÃ³n de lado a lado","Back",200,"https://lyfta.app/images/exercises/07201101.png"
07221101,"Puente de pierna lateral","Hips",119,"https://lyfta.app/images/exercises/07221101.png"
07261101,"Puente de una sola pierna","Hips",179,"https://lyfta.app/images/exercises/07261101.png"
07321101,"Sentadilla con una sola pierna","Hips",133,"https://lyfta.app/images/exercises/07321101.png"
07351101,"abdominales","Waist",10,"https://lyfta.app/images/exercises/07351101.png"
07361101,"abdominales","Waist",43,"https://lyfta.app/images/exercises/07361101.png"
07381101,"Press de pantorrillas con trineo a 45Â°","Calves",15,"https://lyfta.app/images/exercises/07381101.png"
07391101,"Prensa de piernas en trineo a 45Â°","Hips",28,"https://lyfta.app/images/exercises/07391101.png"
07461101,"Smith encogiÃ©ndose de hombros","Back",90,"https://lyfta.app/images/exercises/07461101.png"
07471101,"Prensa Smith detrÃ¡s del cuello","Shoulders",51,"https://lyfta.app/images/exercises/07471101.png"
07481101,"Press de banca Smith","Chest",73,"https://lyfta.app/images/exercises/07481101.png"
07491101,"Smith rodilla doblada Buenos dÃ­as","Hips",83,"https://lyfta.app/images/exercises/07491101.png"
07531101,"Press de banca declinado de Smith","Chest",48,"https://lyfta.app/images/exercises/07531101.png"
07561101,"ElevaciÃ³n de cadera de Smith","Waist",200,"https://lyfta.app/images/exercises/07561101.png"
07621101,"Remo deltogrÃ¡fico trasero de Smith","Shoulders",125,"https://lyfta.app/images/exercises/07621101.png"
07631101,"Elevaciones de pantorrilla inversas Smith","Calves",97,"https://lyfta.app/images/exercises/07631101.png"
07641101,"Prensa Smith con agarre inverso","Chest",96,"https://lyfta.app/images/exercises/07641101.png"
07661101,"Press de hombros Smith","Shoulders",43,"https://lyfta.app/images/exercises/07661101.png"
07671101,"Smith encogiÃ©ndose de hombros","Back",82,"https://lyfta.app/images/exercises/07671101.png"
07681101,"Sentadilla dividida con una sola pierna Smith","Quadriceps Thighs",43,"https://lyfta.app/images/exercises/07681101.png"
07711101,"FlexiÃ³n de muÃ±eca de pie hacia atrÃ¡s de Smith","Forearms",97,"https://lyfta.app/images/exercises/07711101.png"
07721101,"Smith de pie detrÃ¡s de la cabeza Press militar","Shoulders",17,"https://lyfta.app/images/exercises/07721101.png"
07741101,"Prensa militar de pie Smith","Shoulders",45,"https://lyfta.app/images/exercises/07741101.png"
