ejercicio,musculo,source,matched_catalog_ids,reason
"Banda Parte Superior Del Cuerpo Acostado Bicicleta De Aire","Hips Waist","lyfta","37781101","lyfta_entry_without_local_image"
"Estocada de rodilla alta con banda de resistencia y remo con un solo brazo","Back","lyfta","37881101","lyfta_entry_without_local_image"
"Salto dividido con banda de resistencia y remo con un solo brazo","Back","lyfta","37931101","lyfta_entry_without_local_image"
"Estocada con salto con banda de resistencia y remo con un solo brazo","Back","lyfta","37941101","lyfta_entry_without_local_image"
"Esquiador con banda de resistencia","Back","lyfta","37951101","lyfta_entry_without_local_image"
"Sentadilla con banda de resistencia con sujeciÃ³n horizontal de Pallof","Waist","lyfta","37961101","lyfta_entry_without_local_image"
"Golpe de banda de resistencia","Chest","lyfta","37981101","lyfta_entry_without_local_image"
"Mancuerna Inclinada Sobre Remo Inverso","Back","lyfta","37991101","lyfta_entry_without_local_image"
"Flexiones elevadas","Chest","lyfta","38121101","lyfta_entry_without_local_image"
"Remo inclinado con toalla","Back","lyfta","38281101","lyfta_entry_without_local_image"
"Pendiente del tablero de mano","Forearms","lyfta","38321301","lyfta_entry_without_local_image"
"Medio engarce del tablero de mano","Forearms","lyfta","38341301","lyfta_entry_without_local_image"
"Colgar en el tablero con codo de 90 grados","Forearms","lyfta","38351101","lyfta_entry_without_local_image"
"Banda Rechazada Sentarse","Hips Waist","lyfta","38401101","lyfta_entry_without_local_image"
"Fila sentada con espalda recta","Back","lyfta","38451101","lyfta_entry_without_local_image"
"ExtensiÃ³n y flexiÃ³n de la espalda de pie","Hips","lyfta","38551101","lyfta_entry_without_local_image"
"Cable doblado sobre fila","Back","lyfta","38591101","lyfta_entry_without_local_image"
"Placa ponderada inclinada sobre fila","Back","lyfta","38601101","lyfta_entry_without_local_image"
"Salto de longitud con banda de resistencia","Plyometrics","lyfta","38621101","lyfta_entry_without_local_image"
"Sentadilla con salto bÃºlgaro","Thighs","lyfta","38631101","lyfta_entry_without_local_image"
"Crujido de velocista","Waist","lyfta","38651101","lyfta_entry_without_local_image"
"Banda de resistencia antirrotaciÃ³n Dead Bug","Waist","lyfta","38661101","lyfta_entry_without_local_image"
"Paseo del pato","Cardio","lyfta","38671101","lyfta_entry_without_local_image"
"CaÃ­das del talÃ³n","Hips","lyfta","38721101","lyfta_entry_without_local_image"
"Salto en cuclillas con balÃ³n medicinal","Thighs","lyfta","38771101","lyfta_entry_without_local_image"
"ElevaciÃ³n lateral inclinada con cable","Shoulders","lyfta","38801101","lyfta_entry_without_local_image"
"Crunch completo sentado con palanca","Waist","lyfta","38811101","lyfta_entry_without_local_image"
"Crunch del lado derecho sentado con palanca","Waist","lyfta","38831101","lyfta_entry_without_local_image"
"Abdominales con cuchillo Jack","Waist","lyfta","38841101","lyfta_entry_without_local_image"
"Doble debajo de la cuerda para saltar","Cardio","lyfta","38851101","lyfta_entry_without_local_image"
"Arranque con un brazo con mancuernas","Quadriceps Thighs","lyfta","38881101","lyfta_entry_without_local_image"
"Abdominales de rana","Waist","lyfta","38891101","lyfta_entry_without_local_image"
"Carrera de bicicleta de asalto","Cardio","lyfta","38931101","lyfta_entry_without_local_image"
"Banda doblada sobre fila","Back","lyfta","38991101","lyfta_entry_without_local_image"
"CÃ­rculos de brazos","Shoulders","lyfta","39051301","lyfta_entry_without_local_image"
"Molino de viento de peso corporal","Waist","lyfta","39081301|39491101","lyfta_entry_without_local_image"
"ElevaciÃ³n frontal de un brazo con mancuernas","Shoulders","lyfta","39131101","lyfta_entry_without_local_image"
"Press de hombros en vertical con pared","Shoulders","lyfta","39161101","lyfta_entry_without_local_image"
"FlexiÃ³n de trÃ­ceps con cable en el suelo","Triceps Upper Arms","lyfta","39201101","lyfta_entry_without_local_image"
"Prensa de compresiÃ³n de rodillas para minas terrestres","Chest","lyfta","39211101","lyfta_entry_without_local_image"
"Curl de concentraciÃ³n con un brazo en el suelo sentado con cable","Biceps Upper Arms","lyfta","39251101","lyfta_entry_without_local_image"
"Remo inclinado con un solo brazo Smith","Back","lyfta","39451101","lyfta_entry_without_local_image"
"Sentadilla aÃ©rea","Thighs","lyfta","39481101|47141301","lyfta_entry_without_local_image"
"Abdominales con torsiÃ³n cruzada","Waist","lyfta","39511101","lyfta_entry_without_local_image"
"Estocada con rodillas altas","Cardio","lyfta","39521101","lyfta_entry_without_local_image"
"Plancha de frente a lado","Waist","lyfta","39541101","lyfta_entry_without_local_image"
"Patada de aleteo sentado","Waist","lyfta","39621101","lyfta_entry_without_local_image"
"Curl de araÃ±a simple con mancuernas y soporte para el pecho","Biceps Upper Arms","lyfta","39631101","lyfta_entry_without_local_image"
"Flexiones con giro","Chest","lyfta","39641101","lyfta_entry_without_local_image"
"Patada de estocada estÃ¡tica","Quadriceps Thighs","lyfta","39661101","lyfta_entry_without_local_image"
"FlexiÃ³n de dedos","Chest","lyfta","39811101","lyfta_entry_without_local_image"
"ElevaciÃ³n de piernas hasta plancha frontal de pecho","Plyometrics","lyfta","39821101","lyfta_entry_without_local_image"
"Push-up Pike Toe Touch","Plyometrics","lyfta","39841101","lyfta_entry_without_local_image"
"Flexiones mano a mano","Triceps Upper Arms","lyfta","39851101","lyfta_entry_without_local_image"
"ElevaciÃ³n por giro frontal con barra EZ","Shoulders","lyfta","39861101","lyfta_entry_without_local_image"
"Curl de araÃ±a con barra inclinada y agarre inverso con soporte para el pecho","Forearms","lyfta","39881101","lyfta_entry_without_local_image"
"ElevaciÃ³n frontal inclinada con barra EZ","Shoulders","lyfta","39891101","lyfta_entry_without_local_image"
"Barra inclinada sobre remo alternativo ancho mÃ¡s","Back","lyfta","39911101","lyfta_entry_without_local_image"
"Barra inclinada sobre remo ancho Plus","Back","lyfta","39921101","lyfta_entry_without_local_image"
"Estiramiento del cÃ­rculo del cuello","Neck","lyfta","39941301","lyfta_entry_without_local_image"
"Estocada estÃ¡tica","Thighs","lyfta","40001301","lyfta_entry_without_local_image"
"Doble abdominal en V hacia arriba","Waist","lyfta","40021301","lyfta_entry_without_local_image"
"Estiramiento abdominal hacia atrÃ¡s","Waist","lyfta","40061301|42701301","lyfta_entry_without_local_image"
"Abdominales con piernas rectas","Waist","lyfta","40081301","lyfta_entry_without_local_image"
"Press de hombros con cable de rodillas","Shoulders","lyfta","40101101","lyfta_entry_without_local_image"
"Mosca trasera cruzada inclinada por cable","Shoulders","lyfta","40121101","lyfta_entry_without_local_image"
"ElevaciÃ³n lateral cruzada con cable tendido","Shoulders","lyfta","40131101","lyfta_entry_without_local_image"
"VariaciÃ³n del press inclinado con agarre cerrado con mancuernas","Triceps Upper Arms","lyfta","40151101","lyfta_entry_without_local_image"
"Calentamiento sobre la cabeza con banda de resistencia de pie","Hips Shoulders","lyfta","40241101","lyfta_entry_without_local_image"
"Banda de resistencia de pie, calentamiento","Back Hips","lyfta","40251101","lyfta_entry_without_local_image"
"Calentamiento frontal en cuclillas con banda de resistencia","Thighs","lyfta","40281101","lyfta_entry_without_local_image"
"Flexiones de manos anchas","Chest","lyfta","40371101","lyfta_entry_without_local_image"
"Remo en banco inclinado con un brazo y minas terrestres","Back","lyfta","40391101","lyfta_entry_without_local_image"
"Encogimiento de hombros invertido","Back","lyfta","40431101|40491101","lyfta_entry_without_local_image"
"Puente de glÃºteos con una sola pierna con rodilla al pecho","Hips","lyfta","40441101","lyfta_entry_without_local_image"
"Peso muerto de sumo con pesa rusa","Hips","lyfta","40461101","lyfta_entry_without_local_image"
"Insecto muerto con pesa rusa","Waist","lyfta","40471101","lyfta_entry_without_local_image"
"Sentadilla dividida ipsilateral con mancuernas","Thighs","lyfta","40481101","lyfta_entry_without_local_image"
"Empujes de cadera con banda de resistencia","Hips","lyfta","40501101","lyfta_entry_without_local_image"
"ExtensiÃ³n de trÃ­ceps a un brazo con mancuernas sobre pelota de estabilidad","Triceps Upper Arms","lyfta","40541101","lyfta_entry_without_local_image"
"Levantamiento turco con pesas rusas a la mano","Thighs","lyfta","40571101","lyfta_entry_without_local_image"
"Sentadilla dividida con pesa rusa","Thighs","lyfta","40591101","lyfta_entry_without_local_image"
"Flexiones de perro pÃ¡jaro","Chest","lyfta","40601101","lyfta_entry_without_local_image"
"Sentadilla en banco con barra y banda","Thighs","lyfta","40611101","lyfta_entry_without_local_image"
"Curl de bÃ­ceps con banda","Biceps Upper Arms","lyfta","40631101|43571101","lyfta_entry_without_local_image"
"Press Arnold alternativo de pie con mancuernas","Shoulders","lyfta","40651101","lyfta_entry_without_local_image"
"Sentado con mancuernas inclinado sobre el deltoides trasero alternativo","Shoulders","lyfta","40661101","lyfta_entry_without_local_image"
"Sentadilla contra la pared con una sola pierna y peso corporal","Thighs","lyfta","40721101","lyfta_entry_without_local_image"
"Press de pecho bajo con banda","Chest","lyfta","40741101","lyfta_entry_without_local_image"
"Mosca de pecho con banda","Chest","lyfta","40751101","lyfta_entry_without_local_image"
"Press de pecho con un brazo y cuerpo cruzado con banda","Chest","lyfta","40761101","lyfta_entry_without_local_image"
"Press de pecho alternativo bajo con banda","Chest","lyfta","40771301","lyfta_entry_without_local_image"
"Bragueta de pecho baja alternativa con banda","Chest","lyfta","40781301","lyfta_entry_without_local_image"
"Curl de bÃ­ceps con banda cruzada en el pecho","Biceps Upper Arms","lyfta","40881301","lyfta_entry_without_local_image"
"Sentadilla de sumo con minas terrestres","Hips","lyfta","40901101","lyfta_entry_without_local_image"
"Torcedura de Superman","Hips","lyfta","40911101","lyfta_entry_without_local_image"
"Crunch inverso a insecto muerto","Waist","lyfta","40971101","lyfta_entry_without_local_image"
"Empuje de pecho medio arrodillado con balÃ³n medicinal","Chest","lyfta","40991101","lyfta_entry_without_local_image"
"Encogimiento de hombros horizontal sentado en cable","Back","lyfta","41111101","lyfta_entry_without_local_image"
"Banda de resistencia doblada sobre la mosca deltÃ³nica trasera","Shoulders","lyfta","41141101","lyfta_entry_without_local_image"
"ExtensiÃ³n de trÃ­ceps en trineo elÃ©ctrico","Triceps Upper Arms","lyfta","41191101","lyfta_entry_without_local_image"
"Press Arnold con un brazo sentado con mancuernas","Shoulders","lyfta","41201101","lyfta_entry_without_local_image"
"Sentadilla frontal simple con pesa rusa","Quadriceps Thighs","lyfta","41231101","lyfta_entry_without_local_image"
"Insecto muerto ponderado","Waist","lyfta","41271101","lyfta_entry_without_local_image"
"Sentadilla patinadora con contrapeso y peso","Thighs","lyfta","41291101","lyfta_entry_without_local_image"
"Peso muerto con maleta con pesas rusas","Hips","lyfta","41331101","lyfta_entry_without_local_image"
"Paso hacia arriba con una sola pierna con pesa rusa","Thighs","lyfta","41341101","lyfta_entry_without_local_image"
"Curl de bÃ­ceps con agarre cerrado y banda","Biceps Upper Arms","lyfta","41381301","lyfta_entry_without_local_image"
"Contragolpe de trÃ­ceps con banda","Triceps Upper Arms","lyfta","41431101","lyfta_entry_without_local_image"
"Trituradora de crÃ¡neos tumbado en el suelo con mancuernas","Upper Arms","lyfta","41511101","lyfta_entry_without_local_image"
"Curl con agarre cerrado con mancuernas","Biceps Upper Arms","lyfta","41521101","lyfta_entry_without_local_image"
"Flexiones de arquero de un lado","Chest","lyfta","41531101","lyfta_entry_without_local_image"
"ElevaciÃ³n de pantorrilla sentado con peso","Calves","lyfta","41551101","lyfta_entry_without_local_image"
"Press Tate sentado con mancuernas delante y detrÃ¡s","Triceps Upper Arms","lyfta","41571101","lyfta_entry_without_local_image"
"Patada a travÃ©s de flexiÃ³n","Plyometrics","lyfta","41591101","lyfta_entry_without_local_image"
"Estocada trasera con mancuernas y elevaciÃ³n frontal","Quadriceps Thighs","lyfta","41611101","lyfta_entry_without_local_image"
"Sentadilla con salto con barra trampa","Hips","lyfta","41661101","lyfta_entry_without_local_image"
"Peso corporal inclinado sobre el deltoides posterior","Shoulders","lyfta","41721101","lyfta_entry_without_local_image"
"Press de hombros de pie con peso","Shoulders","lyfta","41751101","lyfta_entry_without_local_image"
"Encogimiento de hombros escapular colgante","Back","lyfta","41771101","lyfta_entry_without_local_image"
"Sentadilla completa con banda Smith","Thighs","lyfta","41791101","lyfta_entry_without_local_image"
"Sentadilla por encima de la cabeza con banda de resistencia","Hips","lyfta","41861101","lyfta_entry_without_local_image"
"Giro arriba-abajo de la barra EZ","Waist","lyfta","41901101","lyfta_entry_without_local_image"
"ElevaciÃ³n lateral parcial con mancuernas","Shoulders","lyfta","41911101","lyfta_entry_without_local_image"
"Press Pallof Medio Arrodillado Con Cable","Waist","lyfta","41931101","lyfta_entry_without_local_image"
"Cable Medio Arrodillado RotaciÃ³n Externa","Back","lyfta","41941101","lyfta_entry_without_local_image"
"Salto de profundidad a salto de vallas","Plyometrics","lyfta","41981101","lyfta_entry_without_local_image"
"Peso muerto con barra contra cadenas","Hips","lyfta","41991101","lyfta_entry_without_local_image"
"Vuela contra las cadenas","Chest","lyfta","42001101","lyfta_entry_without_local_image"
"ElevaciÃ³n lateral con mancuernas en 4 direcciones","Shoulders","lyfta","42111101","lyfta_entry_without_local_image"
"Palanca de fila baja","Back","lyfta","42141101","lyfta_entry_without_local_image"
"Sentadilla frontal con barra de seguridad","Quadriceps Thighs","lyfta","42181101","lyfta_entry_without_local_image"
"Peroneo de cola de tigre","Calves","lyfta","42231101","lyfta_entry_without_local_image"
"Prensa Pallof tendido de cables","Waist","lyfta","42241101","lyfta_entry_without_local_image"
"Levantamiento frontal tendido de cable","Shoulders","lyfta","42271101","lyfta_entry_without_local_image"
"Curl de muÃ±eca con un brazo, sentado y con peso","Forearms","lyfta","42331101","lyfta_entry_without_local_image"
"InclinaciÃ³n con mancuernas, dos elevaciones frontales con soporte para el pecho","Shoulders","lyfta","42361101","lyfta_entry_without_local_image"
"Prensa Pallof Horizontal con Banda de Resistencia","Waist","lyfta","42401101","lyfta_entry_without_local_image"
"Salto amplio a vertical","Plyometrics","lyfta","42421101","lyfta_entry_without_local_image"
"Crujido con balÃ³n medicinal","Waist","lyfta","42531101","lyfta_entry_without_local_image"
"Barajar","Plyometrics","lyfta","42571101","lyfta_entry_without_local_image"
"Abdominales con flexiÃ³n de piernas","Waist","lyfta","42841101","lyfta_entry_without_local_image"
"Puente de glÃºteos con una sola pierna con mancuernas","Hips","lyfta","42911301","lyfta_entry_without_local_image"
"Curl de isquiotibiales acostado con mancuernas","Hamstrings Thighs","lyfta","42921301","lyfta_entry_without_local_image"
"Estocada caminando con mancuernas","Quadriceps Thighs","lyfta","42951301","lyfta_entry_without_local_image"
"Jersey con brazo doblado con mancuernas","Chest","lyfta","43261101","lyfta_entry_without_local_image"
"Empujar con silla","Chest","lyfta","43291101","lyfta_entry_without_local_image"
"Espera crujiente","Waist","lyfta","43321101","lyfta_entry_without_local_image"
"Curl de araÃ±a con barra","Biceps Upper Arms","lyfta","43381101","lyfta_entry_without_local_image"
"ElevaciÃ³n frontal alternativa con mancuernas","Shoulders","lyfta","43411101","lyfta_entry_without_local_image"
"Mosca torcida con mancuernas","Chest","lyfta","43421101","lyfta_entry_without_local_image"
"Cable InclinaciÃ³n Agarre cerrado Curl","Biceps Upper Arms","lyfta","43451101","lyfta_entry_without_local_image"
"Press militar de pie con peso corporal","Shoulders","lyfta","43461101","lyfta_entry_without_local_image"
"Abdominales 4 puntos","Waist","lyfta","43481101","lyfta_entry_without_local_image"
"Cable Tumbado Agarre Regular Curl","Biceps Upper Arms","lyfta","43501101","lyfta_entry_without_local_image"
"Encogimiento de hombros con peso corporal","Back","lyfta","43611101","lyfta_entry_without_local_image"
"Postura de yoga en reposo de animales","Stretching","lyfta","43651101","lyfta_entry_without_local_image"
"Remo inclinado con cable con accesorio de cuerda","Back","lyfta","43681101","lyfta_entry_without_local_image"
"Postura de yoga del cocodrilo","Stretching","lyfta","43721101","lyfta_entry_without_local_image"
"Cable de pie alternativo de vuelo bajo","Chest","lyfta","43741101","lyfta_entry_without_local_image"
"RotaciÃ³n del balÃ³n medicinal alrededor de la cabeza","Shoulders","lyfta","43751101","lyfta_entry_without_local_image"
"Colgar con mancuernas Clean y Jerk","Weightlifting","lyfta","43771101","lyfta_entry_without_local_image"
"Palanca de agarre inverso en remo alto","Back","lyfta","43781101","lyfta_entry_without_local_image"
"Postura de yoga con las piernas hacia arriba en la pared","Stretching","lyfta","43811101","lyfta_entry_without_local_image"
"Paso de balÃ³n medicinal detrÃ¡s del lanzamiento rotacional","Plyometrics","lyfta","43831101","lyfta_entry_without_local_image"
"TablÃ³n de sierra corporal","Shoulders","lyfta","43841101","lyfta_entry_without_local_image"
"Plancha de extensiÃ³n de piernas","Waist","lyfta","43861101","lyfta_entry_without_local_image"
"Levantamiento de prisionero","Thighs","lyfta","43881101","lyfta_entry_without_local_image"
"Postura de yoga en bote de remos","Stretching","lyfta","43921101","lyfta_entry_without_local_image"
"CÃ­rculo de hombros","Back","lyfta","43951101","lyfta_entry_without_local_image"
"Sentadilla dividida con barra frontal","Thighs","lyfta","43971101","lyfta_entry_without_local_image"
"ElevaciÃ³n de rodillas con barra","Thighs","lyfta","44011101","lyfta_entry_without_local_image"
"Postura de yoga en Ã¡ngulo recto","Stretching","lyfta","44021101","lyfta_entry_without_local_image"
"Postura de yoga con palmera balanceÃ¡ndose","Stretching","lyfta","44041101","lyfta_entry_without_local_image"
"Remo vertical con pesas rusas","Shoulders","lyfta","44081101","lyfta_entry_without_local_image"
"Postura de yoga del guerrero II","Stretching","lyfta","44101101","lyfta_entry_without_local_image"
"ElevaciÃ³n frontal alta sentado con barra","Shoulders","lyfta","44111101","lyfta_entry_without_local_image"
"Dominadas resistidas con banda","Back","lyfta","44151101","lyfta_entry_without_local_image"
"Remo con barra acostada y con agarre cerrado sobre rejilla","Back","lyfta","44231101","lyfta_entry_without_local_image"
"ElevaciÃ³n de cuello lateral acostado de lado con peso","Neck","lyfta","44301101","lyfta_entry_without_local_image"
"Giro de cabeza con cuello acostado con peso","Neck","lyfta","44321101","lyfta_entry_without_local_image"
"Clean y Jerk con mancuernas","Weightlifting","lyfta","44391101","lyfta_entry_without_local_image"
"Sentadilla dividida bÃºlgara asistida","Thighs","lyfta","44421101","lyfta_entry_without_local_image"
"Sentadilla dividida bÃºlgara asistida con pesa rusa","Thighs","lyfta","44441101","lyfta_entry_without_local_image"
"TirÃ³n facial sentado con banda de resistencia","Shoulders","lyfta","44451101","lyfta_entry_without_local_image"
"Puente de glÃºteo elevado con banda de resistencia","Hips","lyfta","44471101","lyfta_entry_without_local_image"
"Hip Thrust con banda de resistencia con barra","Hips","lyfta","44481101","lyfta_entry_without_local_image"
"Remo invertido con liga y agarre ancho en el suelo","Back","lyfta","44511101","lyfta_entry_without_local_image"
"Puente lateral con mancuernas y pierna doblada","Waist","lyfta","44571101","lyfta_entry_without_local_image"
"Puente lateral con pierna doblada","Waist","lyfta","44611101","lyfta_entry_without_local_image"
"Pie de bola rodante","Calves","lyfta","44621101","lyfta_entry_without_local_image"
"Rollo de bola tibial anterior","Calves","lyfta","44641101","lyfta_entry_without_local_image"
"Rollo de bola vasto lateral","Thighs","lyfta","44691101","lyfta_entry_without_local_image"
"Aductores de bola rodante","Hips","lyfta","44701101","lyfta_entry_without_local_image"
"Roll Ball GlÃºteo Medio","Hips","lyfta","44721101","lyfta_entry_without_local_image"
"Roll Ball Iliospsoas","Hips","lyfta","44751101","lyfta_entry_without_local_image"
"Roll Ball Psoas - RegiÃ³n Abdominal","Hips","lyfta","44761101","lyfta_entry_without_local_image"
"Erector de la columna vertebral con bola rodante","Hips","lyfta","44801101","lyfta_entry_without_local_image"
"Roll Ball Pectoral Mayor - Esternal","Chest","lyfta","44831101","lyfta_entry_without_local_image"
"Roll Ball Pectoral Mayor - Clavicular","Chest","lyfta","44841101","lyfta_entry_without_local_image"
"Rollo de bola trapecio superior","Back","lyfta","44901101","lyfta_entry_without_local_image"
"Roll Ball Trapecio Inferior","Back","lyfta","44911101|44921101","lyfta_entry_without_local_image"
"Pronador de antebrazo con bola rodante","Forearms","lyfta","44971101","lyfta_entry_without_local_image"
"Propulsor de un solo brazo con pesa rusa","Weightlifting","lyfta","45181101","lyfta_entry_without_local_image"
"Flexiones con pesas rusas","Chest","lyfta","45211101","lyfta_entry_without_local_image"
"Caminata unilateral de agricultores con pesas rusas","Plyometrics","lyfta","45291101","lyfta_entry_without_local_image"
"Limpiar y presionar con un solo brazo con pesa rusa","Weightlifting","lyfta","45311101","lyfta_entry_without_local_image"
"Arranque con pesas rusas","Weightlifting","lyfta","45321101","lyfta_entry_without_local_image"
"Tirachinas de pie con pesa rusa","Shoulders","lyfta","45341101","lyfta_entry_without_local_image"
"Remo delt posterior con pesa rusa","Back","lyfta","45361101","lyfta_entry_without_local_image"
"Jersey con brazo doblado y rodillas dobladas con pesa rusa","Back","lyfta","45381101","lyfta_entry_without_local_image"
"Propulsor de un brazo con pesa rusa","Thighs","lyfta","45411101","lyfta_entry_without_local_image"
"Contragolpe de un solo brazo inclinado con cable","Upper Arms","lyfta","45451101","lyfta_entry_without_local_image"
"Curl de arrastre de Smith","Biceps Upper Arms","lyfta","45461101","lyfta_entry_without_local_image"
"Giro dinÃ¡mico de cadera 90-90","Hips Waist","lyfta","45551101","lyfta_entry_without_local_image"
"Sentadilla con talÃ³n elevado y peso corporal","Thighs","lyfta","45611101","lyfta_entry_without_local_image"
"Sentadilla con mancuernas y elevaciÃ³n de pantorrilla","Thighs","lyfta","45631101","lyfta_entry_without_local_image"
"Complejo de salto, estocadas y sentadillas con mancuernas","Thighs","lyfta","45641101","lyfta_entry_without_local_image"
"Cable inclinado sobre un solo brazo con agarre neutro y conexiÃ³n de cuerda","Upper Arms","lyfta","45671101","lyfta_entry_without_local_image"
"SeparaciÃ³n de la banda de resistencia","Shoulders","lyfta","45681101","lyfta_entry_without_local_image"
"Banda de resistencia doblada sobre remo con agarre neutro","Back","lyfta","45701101","lyfta_entry_without_local_image"
"Chuleta de media rodilla con banda","Waist","lyfta","45731101","lyfta_entry_without_local_image"
"Press de hombros con curl de bÃ­ceps de pie con mancuernas","Biceps Upper Arms","lyfta","45741101","lyfta_entry_without_local_image"
"Press militar medio arrodillado con mancuernas","Shoulders","lyfta","45771101","lyfta_entry_without_local_image"
"Contragolpe con agarre neutro inclinado sobre cable y accesorio de cuerda","Upper Arms","lyfta","45781101","lyfta_entry_without_local_image"
"Estiramiento de vaca gato","Waist","lyfta","45801301","lyfta_entry_without_local_image"
"bloque de boxeo","Plyometrics","lyfta","45811101","lyfta_entry_without_local_image"
"Jab de boxeo","Plyometrics","lyfta","45821101|45891101","lyfta_entry_without_local_image"
"Gancho derecho de boxeo","Plyometrics","lyfta","45841101|45921101","lyfta_entry_without_local_image"
"Kickboxing con patada frontal en la ingle","Plyometrics","lyfta","45851101","lyfta_entry_without_local_image"
"RotaciÃ³n externa de PVC","Back","lyfta","46021301","lyfta_entry_without_local_image"
"Curl de martillo de pie con banda","Biceps Upper Arms","lyfta","46191301","lyfta_entry_without_local_image"
"Giro ruso con mancuernas, agarre cerrado, press de hombros, abdominales","Waist","lyfta","46251101","lyfta_entry_without_local_image"
"Remo renegado con mancuernas hasta sentadilla","Thighs","lyfta","46291101","lyfta_entry_without_local_image"
"ElevaciÃ³n de revÃ©s","Back","lyfta","46631301","lyfta_entry_without_local_image"
"Cruce de brazos","Chest","lyfta","46641301","lyfta_entry_without_local_image"
"Hip Thrust de rodillas","Hips","lyfta","46691301","lyfta_entry_without_local_image"
"Patada con una sola pierna arrodillada y con banda en la barra","Hips","lyfta","46771101","lyfta_entry_without_local_image"
"Columpio de banda de barra","Hips","lyfta","46781101","lyfta_entry_without_local_image"
"Sentadilla dividida con barra y banda","Quadriceps Thighs","lyfta","46791101","lyfta_entry_without_local_image"
"Press de piernas alterno con barra acostada","Quadriceps Thighs","lyfta","46811101","lyfta_entry_without_local_image"
"Curva lateral de pie con banda de barra","Waist","lyfta","46851101","lyfta_entry_without_local_image"
"Banda de barra parada detrÃ¡s de la cabeza Press militar","Shoulders","lyfta","46861101","lyfta_entry_without_local_image"
"Sentadilla dividida con banda de resistencia","Quadriceps Thighs","lyfta","46891101","lyfta_entry_without_local_image"
"ExtensiÃ³n de trÃ­ceps por encima de la cabeza con banda de barra","Triceps Upper Arms","lyfta","46941101","lyfta_entry_without_local_image"
"Barra con banda de pie, remo vertical con un solo brazo","Shoulders","lyfta","46951101","lyfta_entry_without_local_image"
"Banda de barra inclinada sobre fila","Back","lyfta","46981101","lyfta_entry_without_local_image"
"Bicicleta de aire con banda de barra","Waist","lyfta","46991101","lyfta_entry_without_local_image"
"HiperextensiÃ³n inversa con una sola pierna y banda con barra","Hips","lyfta","47011101","lyfta_entry_without_local_image"
"Sentadilla Sissy de pie con peso corporal","Thighs","lyfta","47231301","lyfta_entry_without_local_image"
"Mancuerna inclinada sobre remo con un solo brazo","Back","lyfta","47301301","lyfta_entry_without_local_image"
"Curl de piernas acostado con declinaciÃ³n con mancuernas","Thighs","lyfta","47331301","lyfta_entry_without_local_image"
"Press banca","Pectoral","predefined","","not_in_lyfta_catalog"
"Press plano mancuernas","Pectoral","predefined","","not_in_lyfta_catalog"
"Press banca inclinado","Pectoral","predefined","","not_in_lyfta_catalog"
"Press inclinado mancuernas","Pectoral","predefined","","not_in_lyfta_catalog"
"Aperturas mancuernas","Pectoral","predefined","","not_in_lyfta_catalog"
"Press inclinado mancuernas Smith","Hombros","predefined","","not_in_lyfta_catalog"
"Peck-Deck (Mariposa)","Pectoral","predefined","","not_in_lyfta_catalog"
"Press militar","Hombros","predefined","","not_in_lyfta_catalog"
"Press militar mancuernas","Hombros","predefined","","not_in_lyfta_catalog"
"ExtensiÃ³n hombros polea","Hombros","predefined","","not_in_lyfta_catalog"
"Elevaciones laterales","Hombros","predefined","","not_in_lyfta_catalog"
"Elevaciones frontales","Hombros","predefined","","not_in_lyfta_catalog"
"Deltoides posterior","Hombros","predefined","","not_in_lyfta_catalog"
"TrÃ­ceps Katana","TrÃ­ceps","predefined","","not_in_lyfta_catalog"
"ExtensiÃ³n trÃ­ceps cable","TrÃ­ceps","predefined","","not_in_lyfta_catalog"
"ExtensiÃ³n trÃ­ceps mancuerna","TrÃ­ceps","predefined","","not_in_lyfta_catalog"
"Fondos paralelas","TrÃ­ceps","predefined","","not_in_lyfta_catalog"
"Fondos paralelas lastre","TrÃ­ceps","predefined","","not_in_lyfta_catalog"
"Press cerrado","TrÃ­ceps","predefined","","not_in_lyfta_catalog"
"ExtensiÃ³n trÃ­ceps polea","TrÃ­ceps","predefined","","not_in_lyfta_catalog"
"Triceps sentado","TrÃ­ceps","predefined","","not_in_lyfta_catalog"
"Curl bÃ­ceps mancuerna","BÃ­ceps","predefined","","not_in_lyfta_catalog"
"Curl bÃ­ceps barra","BÃ­ceps","predefined","","not_in_lyfta_catalog"
"Curl bÃ­ceps cable","BÃ­ceps","predefined","","not_in_lyfta_catalog"
"Curl bÃ­ceps martillo","BÃ­ceps","predefined","","not_in_lyfta_catalog"
"Curl bÃ­ceps concentrado","BÃ­ceps","predefined","","not_in_lyfta_catalog"
"Curl bÃ­ceps predicador","BÃ­ceps","predefined","","not_in_lyfta_catalog"
"Curl bÃ­ceps spider","BÃ­ceps","predefined","","not_in_lyfta_catalog"
"Remo barra","Espalda","predefined","","not_in_lyfta_catalog"
"Remo mancuernas","Espalda","predefined","","not_in_lyfta_catalog"
"Remo polea","Espalda","predefined","","not_in_lyfta_catalog"
"Remo T","Espalda","predefined","","not_in_lyfta_catalog"
"JalÃ³n al pecho","Espalda","predefined","","not_in_lyfta_catalog"
"Dominadas","Espalda","predefined","","not_in_lyfta_catalog"
"Dominadas lastre","Espalda","predefined","","not_in_lyfta_catalog"
"Sentadillas","CuÃ¡driceps","predefined","","not_in_lyfta_catalog"
"Sentadillas mancuernas","CuÃ¡driceps","predefined","","not_in_lyfta_catalog"
